unique_id,position_title,department,base_salary,gender,employment_status,hire_date,job_date
15010,DIVISION MANAGER,Dept of Neighborhoods (DON),89221,Male,Active,1985-12-04,2011-09-03
15020,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2008-03-31,2009-03-31
15030,FIXED ASSET MANAGER,Public Works & Engineering-PWE,65000,Male,Active,1980-11-02,2016-01-16
15040,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1997-11-03,2003-03-01
15050,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,2005-08-08,2009-08-08
15060,ADMINISTRATION MANAGER,Public Works & Engineering-PWE,74384,Female,Active,2006-10-24,2014-09-13
15070,COUNCIL SECRETARY (EXECUTIVE LEVEL),City Council,40000,Female,Active,2016-04-11,2016-04-11
15080,DEPUTY CHIEF,Houston Fire Department (HFD),99480,Male,Active,1981-04-06,2005-12-31
15090,FIRE FIGHTER,Houston Fire Department (HFD),48190,Male,Active,2012-04-16,2013-07-16
15100,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1974-04-01,2002-01-05
15110,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1982-10-27,2002-01-05
15120,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1992-08-31,2011-05-28
15130,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2005-07-11,2006-07-11
15140,SENIOR COUNSELOR,Health & Human Services,54857,Male,Active,2007-01-27,2013-07-20
15150,AIRPORT OPERATIONS COORDINATOR,Houston Airport System (HAS),51501,Male,Active,2006-08-21,2016-02-27
15160,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2015-02-02,2016-05-02
15170,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-06-23,2004-07-03
15180,EQUIPMENT OPERATOR III,Solid Waste Management,38355,Male,Active,2004-11-30,2006-05-13
15190,PROJECT MANAGER,General Services Department,72932,Female,Active,2014-01-21,2014-01-21
15200,POLICE LIEUTENANT,Houston Police Department-HPD,91181,Female,Active,1993-02-01,2014-03-06
15210,HUMAN RESOURCES MANAGER,Human Resources Dept.,82532,Female,Active,1999-11-15,2011-01-22
15220,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Female,Active,2000-11-06,2012-12-08
15230,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-04-27,2015-07-30
15240,DISTRICT CHIEF,Houston Fire Department (HFD),89590,Male,Active,1979-02-26,1996-10-19
15250,FINANCIAL ANALYST IV,General Services Department,74192,Male,Active,2005-09-19,2005-09-19
15260,OFFICE SUPERVISOR,Houston Police Department-HPD,45677,Female,Active,1988-11-08,2005-01-01
15270,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1982-02-08,2002-01-05
15280,FINANCIAL ANALYST IV,Housing and Community Devp.,64532,Female,Active,2013-02-18,2014-07-19
15290,JAIL ATTENDANT,Houston Police Department-HPD,35318,Female,Active,2008-12-29,2008-12-29
15300,RECREATION SUPERVISOR,Parks & Recreation,40706,Female,Active,1988-03-08,1990-11-03
15310,MANAGEMENT ANALYST IV,Health & Human Services,67782,Female,Active,2010-01-12,2011-06-25
15320,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2001-10-30,2015-07-25
15330,JAIL ATTENDANT,Houston Police Department-HPD,35318,Female,Active,2014-04-07,2014-04-07
15340,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2008-10-06,2009-10-06
15350,STAFF EPIDEMIOLOGIST,Health & Human Services,51861,Female,Active,2012-01-03,2012-01-03
15360,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169,Male,Active,2015-05-26,2015-12-08
15370,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-03-16,2015-10-29
15380,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2000-11-06,2015-06-06
15390,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2001-12-26,2009-12-03
15400,BUYER,Library,42723,Female,Active,1984-12-03,2001-02-10
15410,CODE ENFORCEMENT OFFICER III,Dept of Neighborhoods (DON),48485,Female,Active,1990-01-16,2011-09-03
15420,POLICE SERGEANT,Houston Police Department-HPD,77076,Male,Active,2005-01-31,2013-10-31
15430,SENIOR INSPECTOR,Houston Fire Department (HFD),74270,Male,Active,2000-08-22,2013-05-16
15440,CUSTODIAN,Houston Police Department-HPD,26229,Female,Active,1999-02-18,1999-02-18
15450,FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024,Male,Active,2015-10-26,2015-10-26
15460,POLICE OFFICER,Houston Police Department-HPD,47650,Female,Active,2012-04-16,2013-04-16
15470,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-05-07,2008-05-07
15480,SENIOR NUTRITIONIST,Health & Human Services,47445,Female,Active,2010-10-18,2014-09-27
15490,POLICE OFFICER,Houston Police Department-HPD,43443,Male,Active,2015-02-02,2016-02-02
15500,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1997-08-25,2012-11-28
15510,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2008-06-30,2013-03-30
15520,MAINTENANCE MECHANIC III,Houston Airport System (HAS),39333,Male,Active,2006-01-17,2007-06-02
15530,CUSTOMER SERVICE REPRESENTATIVE III,Health & Human Services,36150,Female,Active,2004-04-29,2004-04-29
15540,LABORER,Dept of Neighborhoods (DON),26125,Male,Active,2013-04-01,2013-04-01
15550,FIELD SUPERVISOR,Public Works & Engineering-PWE,51397,Male,Active,1979-10-01,1993-02-06
15560,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-08-13,2008-08-13
15570,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2006-06-26,2007-01-03
15580,INVESTIGATOR,Houston Fire Department (HFD),70181,Male,Active,1993-02-15,2011-11-03
15590,LABORER,Houston Airport System (HAS),26125,Female,Active,2004-03-01,2004-03-01
15600,DEPUTY ASSISTANT DIRECTOR (EXE LEV),Solid Waste Management,110005,Male,Active,2005-10-03,2011-10-01
15610,SENIOR ASSISTANT CITY ATTORNEY II,Legal Department,122220,Female,Active,2005-09-12,2012-07-21
15620,SANITARIAN III,Health & Human Services,,Female,Active,2014-09-15,2014-09-15
15630,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1997-11-24,2012-04-11
15640,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,2014-07-10,2006-02-25
15650,COUNSELOR,Health & Human Services,42890,Female,Active,2014-11-10,2014-11-10
15660,POLICE SERGEANT,Houston Police Department-HPD,81239,Female,Active,2014-12-11,2007-01-18
15670,CARPENTER LEADER,General Services Department,44366,Male,Active,1996-09-24,2012-11-24
15680,SENIOR SIDELOADER OPERATOR,Solid Waste Management,37898,Male,Active,2009-08-10,2009-08-10
15690,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1996-07-29,2011-10-29
15700,9-1-1 PSAP SUPERVISOR,Houston Emergency Center (HEC),60528,Female,Active,2006-03-13,2010-11-27
15710,LABORER,Public Works & Engineering-PWE,26125,Male,Active,2012-01-23,2012-01-23
15720,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169,Male,Active,2015-05-26,2015-12-08
15730,ASSISTANT FIRE MARSHAL,Houston Fire Department (HFD),99480,Male,Active,1986-03-03,2015-02-25
15740,HEATING & AIR CONDITIONING LEADER,Parks & Recreation,48651,Male,Active,1990-05-14,2006-03-04
15750,MAINTENANCE MECHANIC III,General Services Department,38667,Male,Active,2014-06-23,2014-06-23
15760,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-03-19,2008-03-19
15770,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2008-08-18,2009-08-18
15780,PROJECT MANAGER,Public Works & Engineering-PWE,61564,Male,Active,2004-11-29,2012-07-07
15790,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2014-09-27,2015-12-27
15800,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2003-06-09,2015-07-04
15810,MEDICAL RECORDS SUPERVISOR,Health & Human Services,58406,Male,Active,2006-01-19,2006-01-19
15820,SENIOR NUTRITIONIST,Health & Human Services,47445,Female,Active,2010-10-18,2014-09-27
15830,SENIOR ACCOUNTANT,Parks & Recreation,55462,Male,Active,2004-11-18,2004-11-18
15840,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2002-06-25,2010-03-12
15850,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2015-02-02,2016-05-02
15860,UTILITY WORKER,Public Works & Engineering-PWE,41184,Male,Active,1988-06-08,2004-08-21
15870,SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,89955,Male,Active,2005-04-11,2005-04-11
15880,SUPERINTENDENT,Parks & Recreation,57824,Male,Active,2015-05-18,2015-05-18
15890,SENIOR STAFF ANALYST,Health & Human Services,88361,Female,Active,2008-02-25,2014-04-26
15900,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2009-03-09,2010-03-09
15910,MANAGEMENT ANALYST IV,Housing and Community Devp.,67643,Female,Active,2013-01-22,2014-02-15
15920,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2000-03-21,2014-12-09
15930,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1990-06-11,2002-12-07
15940,SYSTEMS SUPPORT ANALYST III,Houston Airport System (HAS),68299,Female,Active,1995-11-20,2007-09-22
15950,IT PROJECT MANAGER,Houston Airport System (HAS),90832,Male,Active,2004-11-15,2004-11-15
15960,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1996-07-29,2009-02-21
15970,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2008-06-16,2009-12-16
15980,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,1999-11-15,2004-03-27
15990,CUSTOMER SERVICE CLERK,Health & Human Services,30846,Female,Active,2003-02-10,2007-02-24
16000,EQUIPMENT OPERATOR III,Solid Waste Management,36712,Male,Active,2014-07-21,2014-07-21
16010,FIRE FIGHTER,Houston Fire Department (HFD),61226,Male,Active,1986-03-03,1987-03-07
16020,GRADUATE ENGINEER,Public Works & Engineering-PWE,52562,Female,Active,2015-03-30,2015-03-30
16030,SECURITY OFFICER,Houston Airport System (HAS),29286,Male,Active,2011-12-19,2011-12-19
16040,COUNCIL SECRETARY (EXECUTIVE LEVEL),City Council,35837,Female,Active,2013-10-01,2014-07-05
16050,SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352,Male,Active,2016-03-28,2016-03-28
16060,SYSTEMS SUPPORT ANALYST IV,Houston Information Tech Svcs,73962,Male,Active,2008-08-18,2015-01-31
16070,PUBLIC WORKS MAINTENANCE SECTION CHIEF,Public Works & Engineering-PWE,60840,Male,Active,1986-04-14,2006-08-19
16080,HUMAN RESOURCES ASSISTANT,Human Resources Dept.,40560,Female,Active,2007-08-13,2011-07-09
16090,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1998-01-12,2003-04-26
16100,PROCUREMENT SPECIALIST,Houston Police Department-HPD,63551,Female,Active,1988-12-14,2009-04-04
16110,TECHNICAL HARDWARE  ANALYST  II,Library,51584,Male,Active,2006-08-05,2015-11-25
16120,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1984-01-23,1993-05-22
16130,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2003-06-09,2004-06-09
16140,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1985-07-22,1992-07-01
16150,RECREATION FACILITY MANAGER,Parks & Recreation,46566,Male,Active,2014-06-02,2014-06-02
16160,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1981-12-14,2002-01-05
16170,9-1-1 PSAP SUPERVISOR-FIRE/EMS,Houston Emergency Center (HEC),71032,Female,Active,1991-04-30,2016-02-13
16180,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1995-04-10,2012-04-14
16190,SENIOR GIS ANALYST,Public Works & Engineering-PWE,66867,Female,Active,2009-06-01,2012-03-31
16200,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2001-11-26,2011-05-16
16210,SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Male,Active,1990-12-10,2011-03-13
16220,CUSTOMER SERVICE REPRESENTATIVE I,Municipal Courts Department,33010,Female,Active,1992-12-12,2008-08-23
16230,POLICE LIEUTENANT,Houston Police Department-HPD,91181,Female,Active,1994-01-31,2012-04-25
16240,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1994-04-11,2001-07-21
16250,INSPECTOR TRAINEE,Public Works & Engineering-PWE,32136,Male,Active,2016-03-21,2016-03-21
16260,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1990-12-10,2003-01-04
16270,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1994-04-11,2009-05-02
16280,JAIL ATTENDANT,Houston Police Department-HPD,35318,Female,Active,2008-12-29,2008-12-29
16290,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1993-06-21,2006-12-30
16300,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1977-01-17,2002-01-05
16310,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1985-01-07,2005-06-04
16320,AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),45240,Male,Active,1984-03-06,2008-06-14
16330,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1978-03-13,1983-09-17
16340,FIRE FIGHTER,Houston Fire Department (HFD),57815,Male,Active,2001-10-30,2002-11-09
16350,SANITARIAN III,Public Works & Engineering-PWE,53373,Male,Active,1994-10-31,2013-07-20
16360,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2014-06-21,2015-09-21
16370,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2009-07-27,2010-10-27
16380,SUPERVISING ENGINEER,Public Works & Engineering-PWE,98895,Male,Active,2016-04-11,2016-04-11
16390,POLICE OFFICER,Houston Police Department-HPD,55461,Female,Active,2009-03-09,2010-03-09
16400,LABORER,Dept of Neighborhoods (DON),26125,Male,Active,2015-08-31,2015-08-31
16410,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1991-02-04,2003-08-30
16420,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1986-05-07,2002-04-27
16430,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1991-08-05,2005-06-02
16440,SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,33675,Female,Active,2013-03-04,2013-03-04
16450,CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629,Female,Active,1999-09-07,2013-01-19
16460,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2012-10-15,2013-10-15
16470,SENIOR AIRCRAFT MECHANIC,Houston Police Department-HPD,61755,Male,Active,1980-01-28,2008-12-13
16480,SENIOR REFUSE TRUCK DRIVER,Solid Waste Management,36442,Male,Active,1997-09-02,2015-03-13
16490,INSPECTOR,Houston Fire Department (HFD),70181,Male,Active,1996-06-17,2006-02-11
16500,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2006-10-16,2007-10-16
16510,INVESTIGATOR,Houston Fire Department (HFD),70181,Male,Active,1983-04-04,2003-12-06
16520,MECHANIC HELPER,Fleet Management Department,31096,Male,Active,1999-11-30,2014-08-16
16530,SENIOR PARALEGAL,Legal Department,54538,Female,Active,2007-02-26,2007-02-26
16540,DISTRICT CHIEF,Houston Fire Department (HFD),,Male,Inactive,1981-01-26,2004-03-27
16550,ANIMAL CARE TECHNICIAN,Admn. & Regulatory Affairs,29245,Female,Active,2015-06-22,2015-06-22
16560,ANIMAL CARE TECHNICIAN,Admn. & Regulatory Affairs,30098,Male,Active,2012-04-07,2014-01-18
16570,SANITARIAN III,Health & Human Services,54288,Male,Active,1997-06-02,2001-04-21
16580,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2002-10-21,2010-11-16
16590,ASSISTANT CITY ATTORNEY II,Legal Department,92505,Male,Active,2003-05-19,2004-10-02
16600,INSPECTOR,Public Works & Engineering-PWE,53123,Male,Active,2012-03-26,2012-03-26
16610,POLICE CAPTAIN,Houston Police Department-HPD,104455,Male,Active,1985-01-07,2014-04-09
16620,PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,83734,Male,Active,2006-11-06,2011-01-08
16630,MANAGEMENT ANALYST IV,Dept of Neighborhoods (DON),64424,Female,Active,1986-03-31,2011-09-03
16640,CARPENTER,Houston Airport System (HAS),42099,Male,Active,2009-04-27,2009-04-27
16650,POLICE LIEUTENANT,Houston Police Department-HPD,,Male,Active,1980-04-07,1990-11-24
16660,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2016-01-04,2016-04-07
16670,WEB DESIGNER,Library,60840,Male,Active,1999-06-23,2006-06-10
16680,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1996-06-17,2009-12-01
16690,MECHANIC I,Fleet Management Department,32406,Male,Active,2016-01-19,2016-05-21
16700,RECREATION ASSISTANT,Parks & Recreation,26125,Male,Active,2008-07-14,2011-08-06
16710,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2002-06-25,2003-08-30
16720,FINANCIAL ANALYST III,Public Works & Engineering-PWE,52832,Male,Active,2006-07-10,2015-12-19
16730,ADMINISTRATIVE SPECIALIST,Parks & Recreation,54607,Female,Active,1997-06-23,2002-09-21
16740,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,1999-02-22,2015-02-14
16750,CUSTOMER SERVICE SECTION CHIEF,Public Works & Engineering-PWE,53061,Female,Active,2008-11-17,2012-05-12
16760,SENIOR PLANT OPERATOR,Public Works & Engineering-PWE,45926,Male,Active,2006-06-26,2015-12-19
16770,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1982-12-20,2003-05-10
16780,POLICE OFFICER,Houston Police Department-HPD,60347,Female,Active,2006-08-21,2011-03-30
16790,ADMINISTRATIVE ASSISTANT,City Controller's Office,57054,Female,Active,1992-05-18,2004-02-21
16800,DEPUTY ASSISTANT DIRECTOR (EXECUTIVE LEV,Admn. & Regulatory Affairs,103776,Male,Active,2001-05-21,2015-01-03
16810,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1985-10-14,2002-11-09
16820,STAFF ANALYST,Houston Emergency Center (HEC),69800,Female,Active,2013-09-30,2013-09-30
16830,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1989-11-13,2010-01-23
16840,INSPECTOR,Public Works & Engineering-PWE,57928,Male,Active,1996-09-17,1996-09-17
16850,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000,Male,Active,2015-07-06,2016-01-21
16860,9-1-1 PSAP SUPERVISOR,Houston Emergency Center (HEC),71760,Male,Active,1990-07-09,2011-10-01
16870,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1998-06-29,2005-06-18
16880,FIRE FIGHTER,Houston Fire Department (HFD),57815,Male,Active,2001-08-06,2002-08-17
16890,CRIMINAL INTELLIGENCE ANALYST,Houston Police Department-HPD,55411,Female,Active,2014-07-14,2014-07-14
16900,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-10-01,2008-10-01
16910,ADMINISTRATIVE SUPERVISOR,Municipal Courts Department,54692,Female,Active,1991-07-17,2005-12-24
16920,UTILITY WORKER,Public Works & Engineering-PWE,31450,Male,Active,2012-12-10,2012-12-10
16930,POLICE LIEUTENANT,Houston Police Department-HPD,,Male,Active,1984-02-20,2007-03-03
16940,INSPECTOR,Public Works & Engineering-PWE,54600,Male,Active,2008-10-20,2008-10-20
16950,EQUIPMENT WORKER,Public Works & Engineering-PWE,33987,Male,Active,2007-09-24,2012-12-22
16960,IRM MANAGER,Houston Information Tech Svcs,93491,Male,Active,2014-01-27,2014-01-27
16970,SENIOR GIS TECHNICIAN,Houston Police Department-HPD,45344,Male,Active,1993-02-09,2004-04-10
16980,INSPECTOR,Public Works & Engineering-PWE,51584,Male,Active,2013-06-03,2013-06-03
16990,TECHNICAL HARDWARE ANALYST II,Houston Information Tech Svcs,58032,Male,Active,2002-09-23,2010-01-09
17000,JAIL ATTENDANT,Houston Police Department-HPD,37336,Female,Active,2008-02-25,2008-02-25
17010,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1992-08-31,2010-04-03
17020,FIRE FIGHTER,Houston Fire Department (HFD),52644,Male,Active,2007-11-05,2009-05-16
17030,MAINTENANCE MECHANIC III,General Services Department,39166,Male,Active,2008-01-02,2008-01-02
17040,ADMINISTRATIVE SUPERVISOR,Municipal Courts Department,54648,Female,Active,2006-03-27,2012-02-04
17050,ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,39270,Female,Active,2009-01-26,2009-01-26
17060,FIELD SUPERVISOR,Parks & Recreation,38147,Male,Active,1999-11-16,2008-02-23
17070,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2001-03-20,2006-06-17
17080,ENGINEER/OPERATOR,Houston Fire Department (HFD),,Male,Active,1985-10-14,2016-03-08
17090,FIRE FIGHTER,Houston Fire Department (HFD),57815,Male,Active,2001-10-30,2002-11-09
17100,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2007-01-29,2008-01-29
17110,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1981-12-14,2002-10-12
17120,SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Male,Active,1982-02-08,2003-03-01
17130,GRADUATE ENGINEER,Public Works & Engineering-PWE,52582,Male,Active,2015-04-13,2015-04-13
17140,FIRE FIGHTER,Houston Fire Department (HFD),52644,Male,Active,2006-09-11,2008-03-08
17150,AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Houston Airport System (HAS),96157,Female,Active,2009-06-01,2009-06-01
17160,MANAGING ENGINEER,Public Works & Engineering-PWE,91063,Male,Active,1991-09-10,1995-04-15
17170,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2009-05-04,2010-05-04
17180,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2011-05-23,2012-05-23
17190,SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,36941,Female,Active,2009-06-15,2013-02-16
17200,EXECUTIVE OFFICE ASSISTANT,Public Works & Engineering-PWE,45240,Female,Active,2000-12-27,2000-12-27
17210,LIBRARY SERVICE SPECIALIST,Library,32115,Female,Active,2014-06-09,2015-01-17
17220,AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),37752,Female,Active,2003-11-14,2003-11-14
17230,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1992-08-31,2006-01-19
17240,SENIOR PROJECT MANAGER,General Services Department,87319,Male,Active,2006-08-14,2013-04-13
17250,MANAGING ENGINEER,Houston Airport System (HAS),103427,Male,Active,2012-06-29,2012-06-29
17260,EQUIPMENT WORKER,Parks & Recreation,30347,Female,Active,2008-07-28,2011-07-23
17270,FIELD SUPERVISOR,Public Works & Engineering-PWE,43326,Male,Active,2012-01-23,2013-10-12
17280,FIELD SUPERVISOR,Public Works & Engineering-PWE,44658,Male,Active,1981-09-21,2004-05-15
17290,SENIOR INVENTORY MANAGEMENT CLERK,Houston Fire Department (HFD),33405,Female,Active,2015-05-11,2015-05-11
17300,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2003-04-21,2013-10-20
17310,SENIOR INSPECTOR,Public Works & Engineering-PWE,53373,Male,Active,1991-07-01,2011-08-20
17320,FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024,Male,Active,2016-03-28,2016-03-28
17330,UTILITY WORKER,Public Works & Engineering-PWE,31450,Male,Active,2013-07-23,2013-07-23
17340,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2001-02-05,2011-08-04
17350,AQUATIC CENTER SUPERVISOR,Parks & Recreation,,Male,Active,2016-05-21,2016-05-21
17360,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1986-05-07,1992-04-30
17370,ADMINISTRATIVE COORDINATOR,Mayor's Office,60925,Female,Active,2007-01-29,2014-04-12
17380,UTILITY WORKER,Public Works & Engineering-PWE,34320,Male,Active,2013-12-23,2015-08-01
17390,CUSTOMER SERVICE SUPERVISOR,General Services Department,47154,Female,Active,2006-01-23,2014-04-12
17400,POLICE SERGEANT,Houston Police Department-HPD,77076,Female,Active,2001-12-03,2014-10-23
17410,AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),33613,Female,Active,2006-01-03,2006-01-03
17420,POLICE OFFICER,Houston Police Department-HPD,47650,Female,Active,2011-05-23,2012-05-23
17430,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2011-12-05,2012-12-05
17440,LABORER,Public Works & Engineering-PWE,26125,Male,Active,2015-10-26,2015-10-26
17450,URBAN PARK RANGER,Parks & Recreation,29682,Male,Active,2008-11-10,2012-07-21
17460,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-08-13,2008-08-13
17470,JAIL ATTENDANT,Houston Police Department-HPD,37024,Male,Active,2007-12-15,2007-12-15
17480,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1984-10-15,2012-08-26
17490,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1985-05-28,2014-11-22
17500,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-03-24,2004-04-10
17510,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1990-04-02,1995-06-17
17520,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1996-07-29,2011-09-17
17530,SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,73193,Male,Active,1993-07-06,2006-04-15
17540,RECREATION SPECIALIST,Parks & Recreation,28766,Female,Active,2016-03-14,2016-03-14
17550,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2009-02-09,2010-08-09
17560,UTILITY WORKER,Public Works & Engineering-PWE,30139,Male,Active,2008-03-24,2008-03-24
17570,CUSTOMER SERVICE SUPERVISOR,Admn. & Regulatory Affairs,47341,Female,Active,2008-06-23,2014-09-13
17580,CUSTOMER SERVICE REPRESENTATIVE III,Solid Waste Management,39728,Female,Active,2014-12-08,2014-12-08
17590,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,1996-05-13,2014-01-04
17600,FIRE FIGHTER,Houston Fire Department (HFD),48190,Male,Active,2012-04-16,2013-07-16
17610,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Female,Active,1994-04-25,2015-07-18
17620,CUSTOMER SERVICE REPRESENTATIVE I,Municipal Courts Department,30950,Female,Active,2002-08-24,2008-02-09
17630,SHOP MANAGER,Fleet Management Department,55432,Male,Active,1988-08-24,2011-11-26
17640,DISTRICT CHIEF,Houston Fire Department (HFD),89590,Male,Active,1989-09-05,2010-05-28
17650,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1997-08-25,2012-09-01
17660,AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),35485,Male,Active,1997-08-13,2005-03-05
17670,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-04-27,2015-07-30
17680,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1989-11-06,2005-12-31
17690,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1997-08-25,2010-04-03
